top,bottom,outer,weather,rating
shirt,trousers,none,snow,2
dress,shorts,none,snow,2
shirt,none,hoodie,clear,2
dress,none,sweater,clear,2
t-shirt,shorts,hoodie,clear,2
shirt,shorts,none,snow,2
t-shirt,trousers,none,rain,2
shirt,legging,none,snow,2
dress,trousers,none,snow,2
t-shirt,cargo,none,snow,2
shirt,cargo,sweater,clear,2
dress,jeans,none,rain,2
t-shirt,cargo,none,snow,2
shirt,shorts,none,rain,2
dress,trousers,hoodie,clear,2
shirt,trousers,none,rain,2
t-shirt,shorts,sweater,clear,2
dress,jeans,coat,clear,2
t-shirt,skirt,none,snow,2
t-shirt,trousers,none,snow,2
dress,jogger,hoodie,clear,2
shirt,jogger,none,snow,2
shirt,legging,none,snow,2
shirt,cargo,none,snow,2
dress,jogger,none,rain,2
shirt,none,none,rain,2
dress,cargo,none,clear,2
t-shirt,jogger,none,clear,2
dress,skirt,none,snow,2
dress,skirt,none,snow,2
t-shirt,cargo,none,clear,2
dress,jeans,blazer,clear,2
dress,skirt,none,snow,2
t-shirt,skirt,coat,clear,2
dress,jeans,sweater,clear,2
shirt,skirt,blazer,clear,2
shirt,legging,none,snow,2
shirt,none,none,rain,2
dress,cargo,none,rain,2
dress,trousers,none,snow,2
dress,skirt,none,clear,2
dress,skirt,none,clear,2
shirt,jeans,none,snow,2
dress,jeans,coat,clear,2
shirt,skirt,none,rain,2
shirt,none,none,snow,2
shirt,jogger,sweater,clear,2
t-shirt,skirt,jacket,clear,2
dress,none,coat,clear,2
shirt,cargo,none,clear,2
t-shirt,jogger,coat,clear,2
dress,jeans,coat,clear,2
t-shirt,skirt,sweater,clear,2
shirt,shorts,none,clear,2
shirt,none,none,snow,2
t-shirt,shorts,jacket,clear,2
shirt,trousers,none,snow,2
t-shirt,cargo,none,clear,2
shirt,skirt,none,snow,2
t-shirt,legging,coat,clear,2
t-shirt,jogger,none,rain,2
dress,legging,none,rain,2
shirt,skirt,none,rain,2
shirt,none,none,rain,2
shirt,none,none,snow,2
t-shirt,shorts,sweater,clear,2
shirt,trousers,none,rain,2
shirt,legging,hoodie,clear,2
t-shirt,jogger,none,snow,2
t-shirt,skirt,sweater,clear,2
t-shirt,none,jacket,clear,2
dress,jeans,coat,clear,2
t-shirt,cargo,none,snow,2
t-shirt,trousers,none,rain,2
t-shirt,trousers,hoodie,clear,2
t-shirt,jogger,none,snow,2
dress,jogger,hoodie,clear,2
dress,none,sweater,clear,2
t-shirt,skirt,sweater,clear,2
shirt,skirt,none,rain,2
t-shirt,trousers,none,rain,2
dress,skirt,none,clear,2
t-shirt,skirt,none,rain,2
dress,skirt,none,snow,2
dress,trousers,none,rain,2
shirt,jeans,none,clear,2
shirt,cargo,none,snow,2
t-shirt,none,none,snow,2
shirt,shorts,none,snow,2
t-shirt,shorts,none,snow,2
shirt,trousers,none,rain,2
dress,skirt,none,clear,2
dress,skirt,blazer,clear,2
t-shirt,shorts,coat,clear,2
dress,shorts,none,rain,2
t-shirt,trousers,jacket,clear,2
shirt,none,sweater,clear,2
t-shirt,legging,none,rain,2
dress,none,hoodie,clear,2
t-shirt,cargo,hoodie,clear,2
shirt,jogger,sweater,clear,2
dress,skirt,blazer,clear,2
dress,trousers,none,rain,2
t-shirt,cargo,none,snow,2
shirt,jogger,sweater,clear,2
dress,cargo,sweater,clear,2
shirt,trousers,none,snow,2
dress,jogger,none,rain,2
dress,shorts,none,rain,2
shirt,trousers,none,rain,2
dress,trousers,none,rain,2
dress,shorts,none,clear,2
shirt,jogger,none,snow,2
shirt,cargo,jacket,clear,2
dress,cargo,none,rain,2
dress,legging,blazer,clear,2
shirt,none,none,rain,2
dress,none,none,snow,2
dress,jogger,hoodie,clear,2
dress,skirt,blazer,clear,2
t-shirt,skirt,jacket,clear,2
shirt,skirt,none,snow,2
shirt,skirt,none,rain,2
shirt,shorts,none,clear,2
dress,cargo,none,rain,2
shirt,legging,hoodie,clear,2
t-shirt,none,none,rain,2
t-shirt,shorts,coat,clear,2
dress,none,hoodie,clear,2
dress,shorts,sweater,clear,2
dress,none,none,rain,2
shirt,skirt,none,clear,2
dress,jogger,none,snow,2
shirt,trousers,none,snow,2
t-shirt,none,none,snow,2
shirt,jogger,none,snow,2
t-shirt,cargo,none,rain,2
shirt,trousers,none,snow,2
t-shirt,skirt,jacket,clear,2
dress,cargo,none,snow,2
dress,jeans,none,rain,2
shirt,legging,none,rain,2
t-shirt,legging,none,rain,2
dress,jeans,none,snow,2
t-shirt,skirt,none,rain,2
t-shirt,trousers,none,snow,2
shirt,cargo,none,clear,2
t-shirt,none,none,snow,2
t-shirt,skirt,jacket,clear,2
shirt,none,none,snow,2
dress,trousers,none,rain,2
t-shirt,legging,coat,clear,2
t-shirt,skirt,none,rain,2
dress,legging,none,snow,2
dress,jeans,coat,clear,2
dress,legging,none,snow,2
t-shirt,skirt,none,rain,2
t-shirt,jeans,none,snow,2
dress,legging,none,snow,2
dress,skirt,none,clear,2
dress,shorts,none,clear,2
t-shirt,jogger,none,rain,2
t-shirt,none,none,clear,2
shirt,shorts,none,rain,2
dress,jeans,coat,clear,2
dress,trousers,none,snow,2
shirt,skirt,sweater,clear,2
shirt,shorts,jacket,clear,2
dress,trousers,none,rain,2
shirt,trousers,none,snow,2
shirt,none,blazer,clear,2
t-shirt,legging,coat,clear,2
shirt,shorts,none,snow,2
t-shirt,trousers,none,snow,2
shirt,none,none,snow,2
shirt,skirt,none,snow,2
shirt,skirt,none,snow,2
dress,shorts,coat,clear,2
dress,jogger,none,snow,2
t-shirt,cargo,none,snow,2
t-shirt,jogger,coat,clear,2
dress,legging,none,rain,2
dress,jogger,none,rain,2
t-shirt,cargo,none,snow,2
t-shirt,cargo,jacket,clear,2
shirt,shorts,jacket,clear,2
dress,skirt,none,clear,2
dress,trousers,hoodie,clear,2
dress,none,none,snow,2
dress,trousers,hoodie,clear,2
t-shirt,skirt,none,snow,2
t-shirt,jeans,jacket,clear,2
shirt,trousers,none,rain,2
shirt,jeans,none,rain,2
dress,skirt,sweater,clear,3
t-shirt,trousers,jacket,thunderstorm,3
t-shirt,shorts,coat,clear,3
dress,skirt,sweater,clear,3
dress,legging,sweater,thunderstorm,3
shirt,jeans,hoodie,windy,3
dress,trousers,blazer,thunderstorm,3
t-shirt,shorts,sweater,clear,3
t-shirt,cargo,jacket,snow,3
dress,trousers,blazer,thunderstorm,3
dress,trousers,coat,clouds,3
t-shirt,legging,coat,clear,3
dress,none,hoodie,snow,3
t-shirt,skirt,coat,thunderstorm,3
dress,jeans,sweater,rain,3
t-shirt,jeans,blazer,thunderstorm,3
shirt,legging,coat,rain,3
dress,legging,hoodie,windy,3
t-shirt,trousers,hoodie,clouds,3
shirt,cargo,coat,snow,3
shirt,none,jacket,clouds,3
t-shirt,trousers,hoodie,windy,3
dress,jeans,hoodie,snow,3
t-shirt,none,coat,windy,3
t-shirt,none,blazer,rain,3
shirt,none,hoodie,clear,3
shirt,jeans,none,windy,3
t-shirt,jeans,hoodie,clear,3
dress,jogger,coat,rain,3
dress,jogger,sweater,clouds,3
shirt,legging,hoodie,clouds,3
dress,skirt,blazer,thunderstorm,3
t-shirt,trousers,coat,thunderstorm,3
dress,none,jacket,snow,3
t-shirt,trousers,coat,thunderstorm,3
shirt,jeans,coat,snow,3
dress,trousers,coat,rain,3
shirt,cargo,hoodie,windy,3
shirt,jeans,hoodie,rain,3
shirt,shorts,blazer,clouds,3
dress,shorts,none,thunderstorm,3
t-shirt,skirt,hoodie,snow,3
t-shirt,jogger,coat,windy,3
shirt,none,jacket,windy,3
t-shirt,jeans,coat,thunderstorm,3
dress,jogger,hoodie,clouds,3
t-shirt,jeans,blazer,windy,3
t-shirt,skirt,blazer,windy,3
shirt,cargo,blazer,snow,3
dress,none,blazer,thunderstorm,3
dress,legging,coat,thunderstorm,3
dress,skirt,jacket,clouds,3
t-shirt,trousers,hoodie,clouds,3
dress,skirt,coat,windy,3
dress,jogger,sweater,windy,3
dress,trousers,hoodie,clouds,3
shirt,jeans,none,windy,3
dress,skirt,jacket,clouds,3
dress,trousers,jacket,snow,3
dress,legging,coat,thunderstorm,3
shirt,shorts,blazer,snow,3
t-shirt,shorts,jacket,clouds,3
t-shirt,none,coat,thunderstorm,3
shirt,cargo,none,clear,3
shirt,legging,blazer,thunderstorm,3
t-shirt,trousers,jacket,windy,3
shirt,jeans,none,clouds,3
t-shirt,cargo,sweater,rain,3
dress,trousers,blazer,windy,3
t-shirt,jeans,sweater,clear,3
t-shirt,skirt,none,thunderstorm,3
dress,none,jacket,clear,3
shirt,trousers,hoodie,thunderstorm,3
shirt,cargo,coat,clear,3
shirt,trousers,coat,rain,3
shirt,none,hoodie,windy,3
dress,jogger,blazer,clouds,3
shirt,cargo,hoodie,thunderstorm,3
dress,trousers,none,clouds,3
dress,shorts,sweater,snow,3
dress,shorts,blazer,snow,3
shirt,cargo,none,thunderstorm,3
shirt,cargo,hoodie,clouds,3
t-shirt,skirt,blazer,thunderstorm,3
t-shirt,jeans,jacket,windy,3
shirt,trousers,sweater,clear,3
dress,none,hoodie,windy,3
t-shirt,shorts,jacket,windy,3
dress,legging,jacket,windy,3
dress,trousers,blazer,clouds,3
dress,legging,hoodie,clouds,3
dress,none,jacket,windy,3
dress,trousers,sweater,clear,3
t-shirt,jeans,sweater,windy,3
dress,shorts,blazer,thunderstorm,3
dress,cargo,coat,thunderstorm,3
shirt,shorts,coat,clouds,3
t-shirt,skirt,jacket,snow,3
dress,cargo,coat,thunderstorm,3
shirt,shorts,sweater,rain,3
dress,skirt,sweater,rain,3
dress,jogger,coat,snow,3
dress,jeans,coat,clear,3
dress,legging,sweater,windy,3
t-shirt,skirt,hoodie,rain,3
shirt,cargo,blazer,clear,3
shirt,shorts,jacket,windy,3
t-shirt,shorts,jacket,rain,3
t-shirt,legging,none,clear,3
dress,jeans,jacket,clear,3
t-shirt,none,blazer,windy,3
dress,none,jacket,clear,3
dress,legging,coat,snow,3
shirt,none,sweater,thunderstorm,3
t-shirt,jeans,none,thunderstorm,3
shirt,jogger,none,thunderstorm,3
shirt,shorts,jacket,clouds,3
t-shirt,cargo,blazer,clouds,3
dress,trousers,hoodie,clear,3
t-shirt,legging,none,clear,3
shirt,shorts,jacket,clouds,3
t-shirt,jeans,blazer,rain,3
dress,shorts,coat,clear,3
dress,none,coat,clear,3
shirt,cargo,coat,clouds,3
dress,legging,jacket,windy,3
dress,none,coat,windy,3
t-shirt,trousers,jacket,thunderstorm,3
dress,jeans,hoodie,thunderstorm,3
shirt,jogger,blazer,rain,3
dress,shorts,hoodie,clear,3
shirt,legging,blazer,snow,3
shirt,shorts,hoodie,snow,3
dress,trousers,sweater,thunderstorm,3
shirt,jogger,blazer,rain,3
dress,cargo,coat,thunderstorm,3
dress,none,blazer,windy,3
t-shirt,legging,none,clouds,3
t-shirt,legging,blazer,snow,3
dress,skirt,jacket,thunderstorm,3
shirt,jeans,sweater,rain,3
shirt,legging,blazer,windy,3
dress,none,coat,thunderstorm,3
t-shirt,jogger,sweater,windy,3
shirt,shorts,coat,thunderstorm,3
shirt,jogger,coat,clouds,3
t-shirt,shorts,jacket,thunderstorm,3
shirt,skirt,hoodie,clouds,3
shirt,skirt,sweater,rain,3
t-shirt,shorts,none,clouds,3
dress,jogger,coat,snow,3
dress,trousers,blazer,windy,3
dress,skirt,blazer,thunderstorm,3
dress,shorts,blazer,thunderstorm,3
shirt,skirt,hoodie,windy,3
shirt,skirt,blazer,clouds,3
t-shirt,cargo,blazer,thunderstorm,3
t-shirt,none,coat,rain,3
shirt,shorts,none,clouds,3
dress,legging,sweater,clouds,3
dress,shorts,blazer,thunderstorm,3
dress,jogger,sweater,clear,3
dress,legging,coat,snow,3
dress,trousers,sweater,clouds,3
dress,cargo,hoodie,clear,3
dress,none,sweater,clear,3
dress,shorts,hoodie,rain,3
shirt,legging,blazer,snow,3
dress,none,sweater,clear,3
t-shirt,none,coat,clear,3
dress,skirt,jacket,clouds,3
dress,skirt,blazer,clouds,3
dress,jogger,jacket,snow,3
t-shirt,jogger,sweater,snow,3
t-shirt,cargo,coat,snow,3
dress,skirt,sweater,windy,3
shirt,jogger,coat,clear,3
dress,shorts,blazer,thunderstorm,3
dress,cargo,none,windy,3
t-shirt,cargo,jacket,thunderstorm,3
shirt,cargo,hoodie,thunderstorm,3
shirt,legging,blazer,thunderstorm,3
dress,skirt,blazer,snow,3
t-shirt,shorts,blazer,thunderstorm,3
dress,skirt,blazer,snow,3
t-shirt,legging,sweater,thunderstorm,3
dress,shorts,jacket,snow,3
dress,none,none,windy,3
shirt,shorts,jacket,clouds,3
dress,shorts,blazer,clear,3
t-shirt,jogger,blazer,thunderstorm,3
t-shirt,none,blazer,clouds,3
shirt,legging,blazer,thunderstorm,3
t-shirt,jeans,coat,snow,3
shirt,jeans,jacket,snow,3
shirt,cargo,coat,rain,3
shirt,legging,none,clouds,3
t-shirt,none,none,clear,3
shirt,shorts,jacket,windy,3
dress,jeans,none,clouds,3
dress,trousers,coat,clouds,3
shirt,jogger,hoodie,thunderstorm,3
dress,shorts,blazer,snow,3
t-shirt,skirt,jacket,clouds,3
shirt,skirt,coat,clouds,3
t-shirt,none,coat,snow,3
t-shirt,trousers,sweater,snow,3
dress,jeans,hoodie,thunderstorm,3
t-shirt,jeans,sweater,thunderstorm,3
shirt,jeans,blazer,thunderstorm,3
dress,trousers,coat,snow,3
shirt,none,hoodie,windy,3
t-shirt,legging,coat,clear,3
t-shirt,jeans,jacket,rain,3
t-shirt,jeans,hoodie,windy,3
shirt,jeans,hoodie,snow,3
shirt,jeans,coat,rain,3
shirt,cargo,coat,rain,3
t-shirt,none,blazer,rain,3
shirt,skirt,sweater,rain,3
shirt,trousers,hoodie,thunderstorm,3
dress,legging,coat,clouds,3
t-shirt,jogger,sweater,snow,3
shirt,shorts,sweater,windy,3
t-shirt,jeans,none,clear,3
dress,none,blazer,rain,3
dress,jogger,coat,rain,3
shirt,legging,blazer,windy,3
dress,jeans,coat,clouds,3
shirt,jeans,blazer,thunderstorm,3
dress,cargo,hoodie,clear,3
t-shirt,skirt,sweater,rain,3
t-shirt,jeans,sweater,clear,3
dress,jeans,coat,rain,3
shirt,jeans,hoodie,rain,3
shirt,shorts,sweater,clouds,3
shirt,none,hoodie,rain,3
shirt,jeans,sweater,rain,3
dress,shorts,hoodie,thunderstorm,3
shirt,skirt,blazer,clouds,3
shirt,legging,none,windy,3
shirt,legging,coat,clear,3
t-shirt,jeans,none,clear,3
t-shirt,cargo,blazer,clouds,3
shirt,none,none,thunderstorm,3
shirt,none,sweater,rain,3
dress,none,jacket,clear,3
t-shirt,shorts,none,windy,3
shirt,skirt,coat,thunderstorm,3
shirt,cargo,blazer,clouds,3
shirt,none,hoodie,windy,3
t-shirt,none,none,clouds,3
dress,trousers,sweater,thunderstorm,3
t-shirt,legging,blazer,windy,3
t-shirt,jeans,none,thunderstorm,3
t-shirt,shorts,blazer,snow,3
t-shirt,jeans,blazer,rain,3
t-shirt,jeans,sweater,clear,3
t-shirt,trousers,jacket,clear,3
shirt,trousers,blazer,rain,3
dress,none,none,windy,3
shirt,trousers,coat,snow,3
shirt,shorts,jacket,windy,3
shirt,jogger,sweater,thunderstorm,3
t-shirt,trousers,hoodie,windy,3
t-shirt,skirt,jacket,clouds,3
shirt,cargo,coat,windy,3
t-shirt,jeans,jacket,windy,3
dress,jeans,coat,clouds,3
dress,skirt,sweater,rain,3
t-shirt,skirt,coat,rain,3
shirt,jeans,coat,snow,3
shirt,legging,sweater,clear,3
shirt,cargo,coat,thunderstorm,3
dress,cargo,hoodie,rain,3
t-shirt,skirt,jacket,thunderstorm,3
t-shirt,jeans,jacket,snow,3
dress,jogger,blazer,clouds,3
t-shirt,trousers,hoodie,thunderstorm,3
dress,none,blazer,rain,3
t-shirt,legging,sweater,rain,3
t-shirt,jeans,sweater,clear,3
dress,none,jacket,thunderstorm,3
shirt,cargo,coat,clouds,3
dress,legging,hoodie,windy,3
dress,shorts,jacket,snow,3
dress,jogger,sweater,windy,3
dress,jogger,sweater,snow,3
shirt,cargo,coat,clear,3
t-shirt,skirt,none,clouds,3
dress,none,none,clouds,3
dress,cargo,sweater,rain,3
dress,legging,blazer,clouds,3
dress,none,jacket,clear,3
dress,jogger,coat,rain,3
t-shirt,jogger,blazer,thunderstorm,3
t-shirt,jeans,blazer,thunderstorm,3
dress,none,jacket,thunderstorm,3
dress,skirt,coat,clouds,3
dress,trousers,none,clear,3
t-shirt,skirt,sweater,rain,3
dress,jogger,sweater,clouds,3
shirt,none,none,thunderstorm,3
dress,legging,coat,windy,3
shirt,none,sweater,clear,3
t-shirt,none,coat,windy,3
t-shirt,trousers,jacket,thunderstorm,3
dress,jeans,blazer,snow,3
shirt,none,jacket,clouds,3
dress,trousers,coat,clear,3
dress,shorts,hoodie,thunderstorm,3
shirt,shorts,blazer,snow,3
t-shirt,jogger,sweater,thunderstorm,3
t-shirt,shorts,hoodie,thunderstorm,3
t-shirt,legging,blazer,snow,3
t-shirt,jeans,sweater,rain,3
dress,skirt,hoodie,snow,3
dress,cargo,sweater,clear,3
dress,legging,hoodie,thunderstorm,3
t-shirt,none,none,clouds,3
dress,skirt,coat,clear,3
dress,trousers,coat,clouds,3
dress,cargo,sweater,rain,3
t-shirt,cargo,coat,thunderstorm,3
t-shirt,trousers,sweater,clouds,3
t-shirt,shorts,blazer,rain,3
dress,cargo,jacket,rain,3
t-shirt,trousers,blazer,rain,3
shirt,jeans,sweater,rain,3
shirt,none,sweater,rain,3
shirt,jogger,coat,snow,3
t-shirt,legging,sweater,rain,3
dress,trousers,coat,thunderstorm,3
t-shirt,legging,sweater,clouds,3
dress,legging,jacket,clear,3
t-shirt,jeans,coat,snow,3
shirt,cargo,blazer,clouds,3
shirt,shorts,coat,thunderstorm,3
shirt,shorts,jacket,snow,3
shirt,jogger,coat,rain,3
shirt,trousers,sweater,rain,3
shirt,cargo,coat,windy,3
dress,legging,jacket,clear,3
dress,skirt,hoodie,clouds,3
t-shirt,jeans,sweater,rain,3
shirt,legging,blazer,windy,3
shirt,none,sweater,windy,3
t-shirt,cargo,none,clouds,3
dress,cargo,blazer,rain,3
dress,shorts,sweater,windy,3
dress,shorts,hoodie,snow,3
t-shirt,jogger,sweater,thunderstorm,3
dress,trousers,sweater,rain,3
shirt,jogger,coat,clouds,3
dress,trousers,coat,thunderstorm,3
dress,legging,sweater,clouds,3
dress,skirt,coat,rain,3
shirt,legging,blazer,snow,3
shirt,jogger,none,thunderstorm,3
shirt,none,none,thunderstorm,3
t-shirt,none,none,clouds,3
shirt,cargo,hoodie,thunderstorm,3
dress,skirt,hoodie,rain,3
dress,shorts,hoodie,windy,3
dress,skirt,sweater,clear,3
shirt,none,jacket,snow,3
dress,cargo,jacket,clear,3
t-shirt,cargo,none,thunderstorm,3
dress,legging,blazer,rain,3
t-shirt,none,blazer,clouds,3
t-shirt,skirt,none,clouds,3
shirt,jogger,coat,thunderstorm,3
t-shirt,jogger,jacket,thunderstorm,3
t-shirt,trousers,coat,snow,3
dress,skirt,coat,clouds,3
shirt,jeans,sweater,clouds,3
dress,jeans,sweater,snow,3
t-shirt,legging,hoodie,snow,3
t-shirt,shorts,jacket,clouds,3
t-shirt,trousers,sweater,rain,3
t-shirt,skirt,jacket,rain,3
dress,skirt,blazer,clouds,3
dress,cargo,none,clouds,3
shirt,jogger,sweater,thunderstorm,3
t-shirt,legging,jacket,thunderstorm,3
shirt,cargo,coat,clouds,3
t-shirt,trousers,sweater,snow,3
shirt,skirt,hoodie,clouds,3
dress,cargo,none,clouds,3
shirt,legging,blazer,clear,3
shirt,cargo,coat,thunderstorm,3
dress,shorts,coat,thunderstorm,3
dress,none,none,thunderstorm,3
t-shirt,jeans,none,windy,3
t-shirt,skirt,blazer,snow,3
dress,legging,none,clear,3
shirt,cargo,blazer,windy,3
shirt,shorts,sweater,windy,3
t-shirt,none,hoodie,thunderstorm,3
shirt,trousers,none,clear,3
t-shirt,jeans,hoodie,rain,3
dress,shorts,sweater,thunderstorm,3
t-shirt,trousers,jacket,thunderstorm,3
dress,skirt,blazer,snow,3
dress,skirt,hoodie,thunderstorm,3
shirt,legging,sweater,clouds,3
dress,trousers,none,thunderstorm,3
t-shirt,jogger,sweater,windy,3
shirt,shorts,coat,clouds,3
shirt,cargo,coat,clear,3
shirt,cargo,blazer,rain,3
shirt,trousers,jacket,clear,3
dress,none,none,clear,3
dress,none,coat,clear,3
t-shirt,trousers,coat,thunderstorm,3
t-shirt,jeans,blazer,clouds,3
dress,none,blazer,rain,3
shirt,trousers,jacket,clear,3
t-shirt,cargo,blazer,windy,3
shirt,legging,blazer,windy,3
dress,shorts,jacket,rain,3
dress,jeans,blazer,clear,3
dress,cargo,blazer,thunderstorm,3
dress,trousers,coat,snow,3
dress,cargo,sweater,windy,3
t-shirt,shorts,coat,windy,3
dress,skirt,jacket,clouds,3
t-shirt,none,hoodie,rain,3
dress,trousers,coat,clouds,3
dress,shorts,coat,thunderstorm,3
t-shirt,none,coat,clouds,3
dress,jeans,jacket,clouds,3
shirt,jeans,none,clouds,3
dress,shorts,hoodie,rain,3
shirt,shorts,hoodie,clouds,3
dress,legging,sweater,thunderstorm,3
shirt,trousers,sweater,clouds,3
t-shirt,cargo,hoodie,snow,3
dress,trousers,none,clouds,3
shirt,shorts,blazer,clear,3
dress,legging,hoodie,clear,3
t-shirt,jeans,blazer,thunderstorm,3
dress,jeans,sweater,snow,3
dress,jeans,blazer,windy,3
t-shirt,cargo,jacket,thunderstorm,3
dress,trousers,blazer,clouds,3
shirt,cargo,hoodie,clouds,3
t-shirt,legging,blazer,windy,3
dress,jeans,hoodie,snow,3
shirt,cargo,coat,rain,3
shirt,cargo,blazer,clouds,3
t-shirt,legging,sweater,windy,3
shirt,skirt,coat,rain,3
dress,jogger,jacket,snow,3
dress,none,jacket,clear,3
t-shirt,jeans,blazer,rain,3
shirt,jogger,hoodie,rain,3
dress,trousers,hoodie,clouds,3
dress,skirt,hoodie,clouds,3
dress,shorts,hoodie,windy,3
t-shirt,skirt,sweater,rain,3
dress,jogger,sweater,windy,3
dress,jeans,jacket,rain,3
shirt,trousers,blazer,thunderstorm,3
dress,legging,coat,thunderstorm,3
t-shirt,jeans,coat,snow,3
t-shirt,jeans,jacket,clear,3
dress,jeans,jacket,snow,3
shirt,none,jacket,snow,3
t-shirt,cargo,blazer,thunderstorm,3
shirt,legging,blazer,thunderstorm,3
shirt,trousers,coat,clear,3
shirt,jeans,sweater,thunderstorm,3
shirt,shorts,hoodie,snow,3
shirt,none,coat,snow,3
shirt,shorts,hoodie,windy,3
t-shirt,legging,hoodie,clear,3
shirt,jeans,none,clouds,3
shirt,jogger,none,clear,3
dress,shorts,none,thunderstorm,3
t-shirt,skirt,sweater,rain,3
dress,skirt,hoodie,windy,3
dress,none,none,clear,3
dress,trousers,sweater,thunderstorm,3
t-shirt,none,sweater,thunderstorm,3
t-shirt,cargo,none,clouds,3
shirt,legging,coat,rain,3
t-shirt,skirt,hoodie,clouds,3
dress,shorts,sweater,snow,3
shirt,jogger,coat,thunderstorm,3
dress,none,hoodie,windy,3
t-shirt,cargo,jacket,rain,3
shirt,legging,jacket,windy,3
shirt,jeans,sweater,thunderstorm,3
shirt,skirt,coat,rain,3
dress,skirt,blazer,clouds,3
t-shirt,cargo,coat,windy,3
t-shirt,trousers,coat,thunderstorm,3
dress,trousers,jacket,windy,3
shirt,cargo,blazer,thunderstorm,3
dress,cargo,hoodie,clear,3
dress,jogger,hoodie,snow,3
dress,trousers,jacket,thunderstorm,3
dress,trousers,hoodie,snow,3
dress,none,blazer,snow,3
shirt,trousers,blazer,rain,3
t-shirt,jogger,sweater,snow,3
shirt,cargo,coat,rain,3
t-shirt,jeans,coat,clouds,3
shirt,cargo,blazer,rain,3
t-shirt,skirt,sweater,rain,3
dress,trousers,jacket,windy,3
t-shirt,cargo,hoodie,clear,3
shirt,trousers,jacket,rain,3
dress,skirt,sweater,clouds,3
t-shirt,none,blazer,clear,3
shirt,none,none,thunderstorm,3
t-shirt,shorts,jacket,snow,3
t-shirt,cargo,coat,thunderstorm,3
t-shirt,trousers,none,thunderstorm,3
t-shirt,shorts,jacket,clouds,3
t-shirt,shorts,sweater,windy,3
t-shirt,skirt,sweater,clear,3
t-shirt,jeans,blazer,rain,3
dress,jeans,jacket,clouds,3
shirt,legging,blazer,clear,3
t-shirt,jeans,hoodie,snow,3
dress,trousers,sweater,thunderstorm,3
t-shirt,shorts,sweater,clear,3
dress,legging,hoodie,snow,3
shirt,legging,none,clouds,3
t-shirt,jeans,blazer,rain,3
shirt,none,jacket,snow,3
t-shirt,trousers,jacket,clouds,3
dress,cargo,jacket,snow,3
dress,legging,blazer,rain,3
shirt,jeans,hoodie,clear,3
t-shirt,cargo,sweater,thunderstorm,3
t-shirt,legging,coat,thunderstorm,3
dress,none,jacket,clear,3
shirt,shorts,jacket,clear,3
dress,jogger,hoodie,clear,3
shirt,cargo,coat,rain,3
t-shirt,none,jacket,windy,3
dress,cargo,blazer,thunderstorm,3
dress,none,coat,clear,3
shirt,legging,blazer,clear,3
t-shirt,trousers,hoodie,snow,3
t-shirt,trousers,sweater,rain,3
dress,trousers,coat,thunderstorm,3
shirt,trousers,coat,thunderstorm,3
shirt,cargo,blazer,rain,3
dress,jogger,coat,rain,3
dress,shorts,sweater,snow,3
shirt,jogger,blazer,windy,3
t-shirt,cargo,sweater,thunderstorm,3
dress,none,jacket,clear,3
shirt,cargo,blazer,thunderstorm,3
dress,shorts,blazer,clouds,3
dress,skirt,sweater,clear,3
t-shirt,jogger,coat,windy,3
shirt,skirt,coat,windy,3
shirt,skirt,sweater,windy,3
dress,shorts,hoodie,rain,3
dress,cargo,sweater,windy,3
dress,trousers,blazer,clear,3
t-shirt,skirt,blazer,thunderstorm,3
shirt,jogger,hoodie,rain,3
shirt,cargo,coat,clear,3
dress,cargo,none,clouds,3
t-shirt,cargo,none,clear,3
t-shirt,skirt,none,thunderstorm,3
dress,trousers,coat,snow,3
t-shirt,jogger,sweater,rain,3
shirt,jeans,blazer,thunderstorm,3
t-shirt,skirt,sweater,windy,3
shirt,skirt,blazer,snow,3
dress,skirt,blazer,thunderstorm,3
dress,shorts,hoodie,rain,3
dress,legging,hoodie,thunderstorm,3
dress,jogger,blazer,snow,3
shirt,jeans,blazer,thunderstorm,3
t-shirt,jogger,none,clouds,3
dress,skirt,coat,clouds,3
dress,legging,jacket,windy,3
t-shirt,legging,none,clouds,3
dress,trousers,coat,thunderstorm,3
shirt,cargo,blazer,thunderstorm,3
dress,trousers,blazer,clear,3
shirt,none,none,windy,3
shirt,cargo,blazer,snow,3
dress,jeans,hoodie,windy,3
dress,jeans,none,thunderstorm,3
shirt,skirt,coat,clouds,3
dress,skirt,blazer,snow,3
dress,shorts,blazer,snow,3
t-shirt,legging,sweater,clouds,3
t-shirt,cargo,blazer,clouds,3
t-shirt,skirt,none,clouds,3
dress,cargo,hoodie,clear,3
shirt,trousers,sweater,rain,3
dress,skirt,coat,clouds,3
shirt,jogger,coat,rain,3
dress,none,coat,thunderstorm,3
t-shirt,cargo,sweater,clear,3
dress,legging,hoodie,snow,3
t-shirt,shorts,blazer,thunderstorm,3
dress,cargo,blazer,clear,3
dress,jeans,blazer,rain,3
shirt,shorts,jacket,snow,3
t-shirt,shorts,coat,clouds,3
shirt,skirt,coat,snow,3
t-shirt,jogger,blazer,rain,3
t-shirt,trousers,coat,clear,3
shirt,shorts,hoodie,windy,3
t-shirt,skirt,sweater,rain,3
shirt,legging,sweater,rain,3
shirt,cargo,blazer,rain,3
shirt,trousers,blazer,clear,3
shirt,jogger,hoodie,windy,3
dress,jeans,jacket,clouds,3
